0 | Ba'asyir Kirim Surat ke Empat Pihak | http://nasional.kompas.com/read/2011/04/25/17261644/Baasyir.Kirim.Surat.ke.Empat.Pihak | Senin, 25 April 2011 | 17:26 WIB | 20110426040119041 | Sandro Gatra | JAKARTA, KOMPAS.com | Abu Bakar Baasyir mengirimkan surat kepada Kapolri, Densus 88, Jaksa Agung, dan Mahkamah Agung. Apa isi suratnya? | null | http://stat.k.kidsklik.com/data/photo/2011/03/21/1501253620X310.JPG | Ba'asyir Kirim Surat ke Empat Pihak  — Terdakwa kasus dugaan terorisme Abu Bakar Ba'asyir mengirimkan surat kepada Kepala Polri, Jaksa Agung, Ketua Mahkamah Agung, dan Densus 88 Anti Teror Polri. Surat itu berisi penolakan jika pelatihan militer di Pegunungan Jalin Jantho di Aceh disebut kegiatan terorisme. Isi surat dibuat sendiri oleh Ba'asyir lalu diketik oleh seseorang. "Inti dari surat ke empat instansi itu adalah mengingatkan kesembronoan Densus menilai   di Aceh adalah teroris. Itu merupakan pelecehan Allah dan Rasulnya," kata Ba'asyir saat diperiksa di Pengadilan Negeri Jakarta Selatan, Senin (25/4/2011). Ba'asyir mengatakan, kepada Kapolri ia meminta agar mengingatkan Densus 88, kepada Jaksa Agung agar mengingatkan para jaksa penuntut umum, dan kepada Ketua MA agar mengingatkan para hakim. "Jangan katakan   di Aceh adalah teror. Kalaupun ada kesalahan, itu hanya masalah senjata," ucap dia. Di akhir surat, Ba'asyir menuliskan maksud penyampaian surat itu. "Pertama supaya bebas di hadapan Allah bahwa saya sudah mengingatkan. Kedua kalau peringatan saya dilecehkan, Allah turunkan bencana, mudah-mudahan saya diselamatkan," ucap Amir Jamaah Anshorut Tauhid itu. Seperti diberitakan, klaim bahwa pelatihan militer di Aceh adalah   telah disampaikan berkali-kali oleh Ba'asyir di persidangan. Bahkan, ia meminta jaksa mengubah pasal dalam dakwaan menjadi pasal UU Darurat tentang kepemilikan senjata api. Jika tidak, ia tidak mau mengikuti jalannya sidang. Setelah tak ditanggapi lantaran penyusunan dakwaan adalah hak jaksa, Ba'asyir dan tim pengacara memilih tak mengikuti sidang dengan agenda pemeriksaan saksi-saksi. Dia mengikuti sidang di ruang tahanan. | 0
1 | Resah, Keluarga Pertanyakan Keadaan IF | http://nasional.kompas.com/read/2011/04/25/17370025/Resah..Keluarga.Pertanyakan.Keadaan.IF | Senin, 25 April 2011 | 17:37 WIB | 20110426040113135 | Maria Natalia | JAKARTA, KOMPAS.com | Keluarga IF resah dan mempertanyakan keberadaan juru kamera Global TV itu, pasca ditangkap polisi pada Jumat pekan lalu. | null | http://stat.k.kidsklik.com/data/photo/2011/04/25/1725154620X310.jpg | Resah, Keluarga Pertanyakan Keadaan IF  - Kuasa Hukum IF, juru kamera Global TV yang diduga terlibat aksi terorisme, Ferry Juan, mendatangi Gedung Transnational Crime Center Mabes Polri, Senin (25/4/2011) sore. Ia menyatakan, pihak keluarga resah karena IF ditangkap oleh sembilan orang berpakaian preman yang mengaku polisi dan tanpa surat tugas penangkapan. Apalagi, nasib IF belum diketahui setelah ditangkap pada Jumat (22/4/2011) lalu.   "Saya mewakili istri IF, Nursabah, untuk menanyakan kepastian keberadaan saudara IF dan bagaimana kondisi keadaannya, sakitkah? Sehatkah? Permasalahannya sampai dimana? Saya ditunjuk langsung oleh keluarga," ujar Ferry Juan, kepada para wartawan di MabesPolri, Jakarta.  Namun, ia hanya berada di dalam gedung tersebut kurang lebih 10 menit. Ia keluar dan menyatakan telah mengetahui keberadaan penahanan IF yang disampaikan langsung oleh penyidik Polri. Namun, ia menyatakan, tempat penahanan IF tidak dapat disampaikan pada  media.   "Kami mendapatkan informasi dari penyidik. Mereka membenarkan IF ditangkap dan ditahan Densus 88 Mabes Polri. Tetapi kami tidak bisa kasih tahu tempatnya dimana. Yang terpenting kami sudah tahu keberadaannya," ujar Ferry saat keluar Gedung TNCC.   Menurut Ferry, status IF baru ditentukan setelah pemeriksaan 7x 24 Jam. Oleh karena itu, lanjut Ferry, belum bisa dikatakan IF sebagai tersangka maupun saksi. Ia meminta pemberitaan mengenai IF jangan sampai simpang siur dan harus tetap menggunakan asas parduga tak bersalah.   "Kalau beritanya simpang siur, keluarganya jadi semakin gelisah. Jadi, kalau bisa diberitakan yang seimbang. Tunggu sampai selesai 7x 24 jam," imbuhnya.   IF ditangkap setelah namanya disebut dalam pengakuan Pepi Fernando. Pepi diduga sebagai otak dibalik teror bom buku dan rencana bom Serpong, IF diduga menerima tawaran untuk melakukan peliputan saat bom yang dipasang di gorong-gorong jalur pipa gas PGN itu meledak. Lokasi peledakan bom berjarak tak jauh dari Gereja Christ Cathedral, Serpong, Tangerang, Banten. | 0
2 | Pemerintah Evaluasi Pengiriman TKI | http://nasional.kompas.com/read/2011/04/25/18060185/Pemerintah.Evaluasi.Pengiriman.TKI | Senin, 25 April 2011 | 18:06 WIB | 20110426040120237 | Hindra Liu | JAKARTA, KOMPAS.com | Pemerintah akan melakukan evaluasi terhadap pengiriman TKI ke luar negeri. Evaluasi akan dilakukan tim yang diketuai Mennakertrans. | null | http://stat.k.kidsklik.com/data/photo/2011/02/10/1117086620X310.jpg | Pemerintah Evaluasi Pengiriman TKI  — Menteri Tenaga Kerja dan Transmigrasi Muhaimin Iskandar mengatakan, pemerintah akan meninjau ulang mekanisme pengiriman tenaga kerja Indonesia ke luar negeri. Peninjauan yang dilakukan tim evaluasi pengiriman TKI yang dibentuk Presiden Susilo Bambang Yudhoyono ini akan meliputi aspek rekrutmen, pelatihan, administrasi, hingga keberangkatan TKI ke luar negeri. Selain itu, pemerintah juga akan melakukan evaluasi terkait nota kesepahaman dengan negara-negara penempatan. Hasil pemeriksaan ini, kata Muhaimin, akan menjadi salah satu pertimbangan bagi Pemerintah Indonesia dalam melakukan moratorium pengiriman TKI ke luar negeri. Terhadap negara-negara yang terbukti tak memperlakukan TKI secara layak, pemerintah akan melakukan moratorium. "Pada akhir Mei atau Juni, kami akan melaporkan tahap pertama ke Presiden, terutama negara mana yang bisa kita lakukan kerja sama," kata Muhaimin usai mengikuti rapat kabinet terbatas di Kantor Presiden, Jakarta, Senin (25/4/2011). Tim evaluasi ini diketuai Muhaimin dan beranggotakan Wakil Menteri Luar Negeri Triyono Wibowo, Menteri Keuangan Agus Martowardojo, dan beberapa pejabat eselon 1 dari kementerian terkait. Menurut Muhaimin, pemerintah ingin memastikan bahwa para TKI di luar negeri tak lagi menerima perlakuan buruk. | 0
3 | Tempat Penahanan IF Masih Dirahasiakan | http://nasional.kompas.com/read/2011/04/25/18153116/Tempat.Penahanan.IF.Masih.Dirahasiakan | Senin, 25 April 2011 | 18:15 WIB | 20110426050116603 | Maria Natalia | JAKARTA, KOMPAS.com | Kondisi IF, juru kamera Global TV yang ditangkap karena diduga terlibat aksi terorisme, baik-baik saja. Namun, tempat penahanannya dirahasiakan. | null | http://stat.k.kidsklik.com/data/photo/2011/04/25/1700097620X310.jpg | Tempat Penahanan IF Masih Dirahasiakan — Kuasa hukum IF, juru kamera   yang diduga terlibat aksi terorisme, Ferry Juan, menyatakan, kondisi kliennya dalam keadaan baik setelah ditangkap tim Detasemen Khusus 88 di rumahnya di Jakarta Timur, Jumat (22/4/2011). Namun, Ferry tak bertemu langsung dengan IF. Keterangan mengenai kondisi IF diperoleh dari tim penyidik saat ia berkunjung ke Mabes Polri, Jakarta, Senin (25/4/2011) sore. Saat ini, IF ditahan di suatu tempat yang dirahasiakan. "Kondisi IF sehat. Makan cukup, minum cukup, kata penyidiknya," ungkap Ferry Juan di Gedung TNCC Mabes Polri, Jakarta. Menurut Juan, informasi ini cukup untuk menenangkan keluarga IF yang  mengetahui dugaan keterlibatan IF. Terutama istri IF, Nursabah, yang kondisi kesehatannya menurun dan sempat beberapa kali pingsan. Istrinya gelisah karena belum mengetahui informasi terkait keadaan suaminya setelah ditangkap. Keluarga pun belum dapat berkomunikasi dengan IF setelah ditahan tim Densus 88. "Menurut penyidik, nanti setelah pemeriksaan 7 x 24 jam baru bisa dipertemukan dengan keluarga dan bisa didampingi pengacaranya. Jadi harus tunggu dulu sampai batas waktu itu," imbuh Ferry. Ferry pun menyatakan, pihaknya belum bisa menyampaikan materi terkait proses hukum IF. Alasannya, keputusan penyidik baru bisa dikeluarkan setelah hari Rabu mendatang. Apalagi, ia juga belum bisa dipertemukan dengan IF. | 0
4 | Ba'asyir: Hadapi, Jangan Sembunyi | http://nasional.kompas.com/read/2011/04/25/18304988/Baasyir.Hadapi..Jangan.Sembunyi | Senin, 25 April 2011 | 18:30 WIB | 20110426040118291 | Sandro Gatra | JAKARTA, KOMPAS.com | Baasyir mengatakan, idad menggunakan senjata api harus dihadapi sampai mati jika diserang, bukan lari atau sembunyi. | null | null | Ba'asyir: Hadapi, Jangan Sembunyi — Terdakwa teroris Abu Bakar Ba'asyir mengkritik langkah para peserta pelatihan militer di Pegunungan Jalin Jantho di Aceh Besar yang kabur dan bersembunyi ketika markas pelatihan digerebek kepolisian pada Februari 2010. Ba'asyir mengaku sudah mengetahui rencana pelatihan itu. Menurut Ba'asyir, awalnya ia diajak oleh Ubaid untuk ikut dalam pelatihan. Namun, ia menolak lantaran Jamaah Anshorud Tauhid (JAT) yang dipimpinnya belum siap melaksanakan   dengan senjata api. Ba'asyir juga tak melarang kegiatan itu karena menurut dia sudah sesuai dengan ajaran Islam. "Dari segi agama memang betul. Persoalannya, apakah sudah ada kemampuan atau tidak mereka itu. Kalau kami (JAT) terus terang enggak ada kemampuan karena senjata api dilarang," katanya saat diperiksa di Pengadilan Negeri Jakarta Selatan, Senin (25/4/2011).  "Konsekuensi pakai senjata (api), kalau ada  (polisi) yang menyerang harus dihadapi sampai mati, bukan lari lalu sembunyi. Itu menunjukkan tidak mampu," katanya.  Ba'asyir juga menolak jika perampokan di Bank CIMB Niaga di Medan, Sumatera Utara, yang dilakukan oleh beberapa peserta pelatihan militer disebut   atau mengambil harta untuk perjuangan. "Enggak ada itu. Islam enggak bisa diperjuangkan dengan harta haram," katanya.  Seperti diberitakan, pelatihan militer yang diikuti sekitar 30 peserta dari sejumlah daerah itu digerebek setelah polisi menerima laporan warga. Beberapa warga yang akan bekerja di sekitar pegunungan ditodong senjata api dan diminta turun dari gunung.  Saat penggerebekan, kontak senjata terjadi. Tiga polisi tewas tertembak saat kontak senjata di Desa Lamkabeu, Aceh Besar. Para peserta pelatihan lalu terpecah dan lari. Akhirnya, sebagian dari mereka berhasil ditangkap di sejumlah lokasi. | 0
5 | Yusuf Supendi Tantang Luthfi dan Fachri | http://nasional.kompas.com/read/2011/04/25/19305528/Yusuf.Supendi.Tantang.Luthfi.dan.Fachri | Senin, 25 April 2011 | 19:30 WIB | 20110426050120844 | Icha Rastika | JAKARTA, KOMPAS.com | Yusuf Supendi menantang Presiden PKS Luthfi Hasan Ishaq dan Wakil Sekjen Fachri Hamzah untuk membuktikan tudingan ia ditunggangi partai penguasa. | null | null | Yusuf Supendi Tantang Luthfi dan Fachri — Mantan politisi Partai Keadilan Sejahtera, Yusuf Supendi, mengaku bahwa serentetan "serangan" yang ia lancarkan kepada sejumlah elite PKS bukan merupakan agenda dari pihak lain. Yusuf mengaku tidak ditunggangi pihak mana pun, termasuk pihak partai penguasa yang disinyalir adalah Partai Demokrat. "Secara pribadi saya tidak pernah mengenal SBY (Presiden Susilo Bambang Yudhoyono), tidak pernah kenal Anas Urbaningrum (Ketua Umum DPP Partai Demokrat)," ujar Yusuf dalam jumpa pers di Hotel Bidakara, Jakarta, Senin (25/4/2011). Oleh karena itu, Yusuf meminta kepada pihak yang menudingnya telah dikendalikan orang lain agar membuktikan tudingan tersebut. Yusuf kemudian menyebut Presiden PKS Luthfi Hasan Ishaq dan Wakil Sekjen Fachri Hamzah telah menudingnya, mengatakan bahwa Yusuf ditunggangi penguasa. "Saya minta Luthfi dan Fachri segera membuktikan siapa yang mendalangi saya. Apabila tidak bisa buktikan, ini urusan fitnah besar," ujarnya. Yusuf juga mengatakan bahwa pihak-pihak yang selama ini mendukung pergerakannya bekerja secara sukarela. Para pendukungnya adalah rekan kerja Yusuf sewaktu ia menjadi anggota Komisi III DPR. "Teman-teman di Komisi III ingin membantu karena menganggap saudara, orangtua kita. Mungkin gabungan orang-orang Komisi III dan Baleg (Badan Legislasi DPR) akan bersama membantu saya, mereka yang tidak di DPR lagi," tuturnya. Yusuf beserta tim kuasa hukumnya juga menyampaikan rencana mereka menggugat sejumlah elite PKS terkait pemberhentian dirinya dari keanggotaan PKS. Yusuf menilai, pemberhentian dirinya tidak sesuai prosedur. Sejak dibacakan surat keputusan pemecatan pada November 2010 hingga kini, Yusuf mengaku belum menerima salinan surat keputusan pemecatannya. Terkait surat pemecatan, sebelumnya, 19 April, Yusuf menyomasi DPP PKS untuk memberikan salinan surat pemecatannya dalam jangka waktu tujuh hari. "Namun, elite PKS tidak beriktikad baik, tidak memedulikan, maka Kamis (28/4/2011) pukul 11.00 kami akan ke Pengadilan Negeri Jakarta Selatan menggugat sejumlah elite PKS. Saya tidak akan mundur dengan orang yang melakukan kesombongan, ketidakadilan," katanya.  | 0
6 | Polisi Periksa Intensif Istri Pepi | http://nasional.kompas.com/read/2011/04/25/19580430/Polisi.Periksa.Intensif.Istri.Pepi | Senin, 25 April 2011 | 19:58 WIB | 20110426050123701 | Maria Natalia | JAKARTA, KOMPAS.com | Pihak kepolisian melakukan pemeriksaan terhadap D, istri Pepi Fernando diduga otak aksi teror bom, untuk mengetahui sepak terjang suaminya. | null | http://stat.k.kidsklik.com/data/photo/2011/04/25/1457012620X310.jpg | Polisi Periksa Intensif Istri Pepi  — Pihak kepolisian melakukan pemeriksaan terhadap D, istri Pepi Fernando yang diduga sebagai otak teror bom buku dan Serpong. Kepala Bagian Penerangan Umum Polri Komisaris Besar Boy Rafli Amar mengatakan, hingga saat ini hasil pemeriksaan belum diketahui. D diperiksa sebagai saksi untuk mengetahui sepak terjang suaminya selama 10 tahun terakhir. Polisi belum melihat adanya indikasi keterlibatan D. "Kami belum melihat keterlibatannya. Kami tunggu perkembangan lebih lanjut. Kalau memang ada keterlibatan, pasti akan diperluas dari hasil pemeriksaan hari ini," ujar Boy, Senin (25/4/2011). Menurut Boy, jika terbukti D mengetahui mengenai rencana teror bom buku yang didalangi oleh Pepi kepada empat target yang dilakukan pada 15 Maret 2011, D juga bisa dijerat hukum. Dalam penggeledahan yang dilakukan di rumah mertua Pepi, polisi juga menemukan sejumlah bahan peledak yang masih aktif, seperti bom kaleng dan berbentuk roket. Polisi menelusuri apakah D juga mengetahui keberadaan bahan peledak di rumah orangtuanya yang terletak di kompleks Perumahan Harapan Indah, Bekasi, Jawa Barat. "Dia (D) bisa dikenakan Undang-Undang Terorisme Pasal 12, 13, 14 kalau konteksnya dia mengetahui tetapi tidak melaporkan ke polisi. Saat ini masih didalami, belum bisa menyampaikan apakah terlibat atau tidak," kata Boy. D selama ini bekerja sebagai staf di Badan Narkotika Nasional (BNN). Pada aksi teror bom buku, salah satu target adalah Kepala BNN Gories Mere. Satu dari empat paket yang dikirimkan meledak, yaitu yang ditujukan kepada politisi Demokrat yang juga aktivis Jaringan Islam Liberal, Ulil Abshar Abdalla. | 0
7 | Polri Telusuri Sepak Terjang NII | http://nasional.kompas.com/read/2011/04/25/21122678/Polri.Telusuri.Sepak.Terjang.NII | Senin, 25 April 2011 | 21:12 WIB | 20110426040120931 | Maria Natalia | JAKARTA, KOMPAS.com | Untuk mengungkap kasus hilangnya sejumlah mahasiswa yang diduga menjadi korban cuci otak, Polri menelusuri sepak terjang Negara Islam Indonesia. | null | http://stat.k.kidsklik.com/data/photo/2010/09/02/1216068620X310.jpg | Polri Telusuri Sepak Terjang NII  — Kepala Bagian Penerangan Umum Polri Komisaris Besar Boy Rafli Amar mengatakan, organisasi Negara Islam Indonesia yang disebut-sebut melakukan "cuci otak" diduga menargetkan kaum muda, terutama mahasiswa baru. Hal ini bisa dilakukan dengan menanamkan ideologi-ideologi mereka saat perekrutan mahasiswa baru. Bahkan, mereka bisa menyalurkan ideologi tersebut melalui pengajaran di perguruan tinggi. "Modus dari kegiatan cuci otak ini bisa terjadi saat mahasiswa baru mengikuti orientasi kegiatan tertentu. Banyak yang ke kawasan pengajar juga, jadi diharapkan kampus memiliki daya cegah," ujar Boy, Senin (25/4/2011). Selain itu, Polri menduga mengenai kasus hilangnya sejumlah mahasiswa karena menjadi korban cuci otak seperti terjadi di Malang,Yogyakarta, dan Bogor dilakukan oleh para mantan narapidana kasus makar, penipuan, dan penculikan dari gerakan NII Komandemen Wilayah VII pada 2008. Beberapa mantan narapidana tersebut sebelumnya mendapatkan vonis hukuman 2,5 tahun. Mereka dikenakan pasal berlapis. Sebagian dikenakan Pasal 106 dan 107 KUHP dan sebagian lainnya dijerat Pasal 55/56, 170, 154a, 156a serta 378 KUHP. "Patut diselidiki lebih lanjut apakah benar mereka ini (mantan napi) terkait dengan NII yang disebut-sebut sekarang ini. Kami akan lihat perkembangannya. Orang-orang ini kan saat ini sudah selesai menjalani masa hukumannya," imbuhnya. Namun, Boy mengatakan, Polri juga akan menyelidiki kemungkinan kasus beberapa orang hilang ini benar-benar dilakukan oleh NII atau oleh kelompok lain yang mengatasnamakan NII. "Kami melihat ini perlu dibuktikan secara hukum. Apa mereka berkaitan atau mengatasnamakan NII. Semua tergantung dari proses pemeriksaan. Bisa saja dengan menggunakan nama kelompok ini untuk melakukan penipuan, penculikan, yang tujuannya bermotif ekonomi, yakni diculik lalu minta tebusan. Itu bisa terjadi," kata Boy. Ia mengimbau pada kampus-kampus agar meningkatkan pencegahan dalam area kampus dan Badan Eksekutif Mahasiswa mengetahui semua jenis kegiatan yang dilakukan mahasiswa di kampus. Selain itu, keluarga juga harus segera melapor jika kehilangan anaknya dalam 1 x 24 jam. Hal ini memudahkan kepolisian untuk mencari orang-orang ataupun mahasiswa yang hilang.  | 0
8 | Adik M Syarif Tersangka Bom Cirebon | http://nasional.kompas.com/read/2011/04/25/21244668/Adik.M.Syarif.Tersangka.Bom.Cirebon | Senin, 25 April 2011 | 21:24 WIB | 20110426060120789 | Maria Natalia | JAKARTA, KOMPAS.com | Basuki, adik kandung pelaku bom bunuh diri di Cirebon, Basuki, resmi ditetapkan sebagai tersangka. Ia terlibat dalam aksi yang dilakukan Syarif. | null | http://stat.k.kidsklik.com/data/photo/2011/04/15/1325428620X310.JPG | Adik M Syarif Tersangka Bom Cirebon  — Adik kandung M Syarif Astanagarif, pelaku bom bunuh diri di Cirebon, Jawa Barat, Muhammad Basuki, ditetapkan Polri sebagai tersangka dalam aksi tersebut. Kepala Bagian Penerangan Umum Polri Komisaris Besar Boy Rafli Amar mengungkapkan, penetapan tersangka terhadap Basuki setelah pihak kepolisian menemukan sejumlah bukti keterlibatannya dari hasil penggeledahan di rumah yang bersangkutan. Polisi menggeledah rumah Basuki di Desa Trusmi Wetan, Blok Bambangan, RT 13 RW 04, Kecamatan Plered, Cirebon, pada 19 April lalu dan menemukan bahan untuk merakit bom. "(Basuki) sudah tersangka. (Sangkaannya) dia menguasai bahan peledak juga," ujar Boy di Mabes Polri, Senin (25/4/2011). Seperti diketahui, selain ditemukan bahan-bahan untuk merakit bom, di rumah Basuki juga ditemukan beberapa VCD, sejumlah foto tentang jihad, lembaran fotokopi, serta ceramah dan buku-buku tentang jihad. Barang-barang itu ditemukan di lemari baju Basuki. Selain Basuki, kepolisian juga masih menelusuri keterlibatan Dede yang diduga juga terlibat dalam aksi Syarif melakukan bom bunuh diri di Masjid Adz-Dzikro di Mapolresta Cirebon, 15 April lalu. Dede ditangkap di rumahnya Jalan Suratno, Kota Cirebon, oleh tim Densus 88 hari Minggu (24/4//2011). Ia diduga mengetahui rencana Syarif melakukan aksi bom bunuh yang juga melukai Kepala Polresta Cirebon Ajun Komisaris Besar Herukoco. "Terkait D masih pengembangan apakah yang bersangkutan terkait MS," kata Boy.  Pada penggeledahan yang dilakukan 19 April 2011, kepolisian menyita berbagai peralatan untuk merakit bom di rumah Basuki. "Ditemukan peralatan-peralatan yang kayaknya itu sebagai bahan untuk merakit bom," ujar Kepala Polda Jawa Barat Irjen Suparni Parto, pekan lalu. Sementara itu, Wakil Kepala Bareskrim Polri Irjen Matius Salempang mengatakan, jika melihat peralatan pembuat bom ditemukan di rumah Basuki, kemungkinan bom dibuat di rumah itu. | 0
9 | KPK Temukan Amplop di Ruang Sesmenpora | http://nasional.kompas.com/read/2011/04/25/21311184/KPK.Temukan.Amplop.di.Ruang.Sesmenpora | Senin, 25 April 2011 | 21:31 WIB | 20110426060114652 | Icha Rastika | JAKARTA, KOMPAS.com | Selain menemukan barang bukti berupa tiga lembar cek senilai Rp 3,2 miliar, penyidik KPK temukan amplop berisi uang asing di ruang Sesmenpora. | Johan Budi,Jakarta,korupsi, sesmenpora,korupsi, sesmenpora | http://stat.k.kidsklik.com/data/photo/2011/03/02/1320298620X310.jpg | KPK Temukan Amplop di Ruang Sesmenpora  — Selain menemukan barang bukti berupa tiga lembar cek senilai Rp 3,2 miliar, penyidik Komisi Pemberantasan Korupsi juga menemukan sejumlah amplop yang berisi uang asing di ruangan Sekretaris Menteri Pemuda dan Olahraga berinisial WM yang ditetapkan sebagai tersangka dalam dugaan suap terkait pembanguan wisma atlet Sea Games ke-26 di Palembang, Sumatera Selatan. Hal tersebut disampaikan Ketua KPK Busyro Muqoddas dalam jumpa pers di Jakarta, Senin (25/4/2011). Menurut Busyro, sejumlah amplop yang ditemukan di ruangan WM dalam mata uang dollar AS (128.148 dollar AS), 13.070 dollar Australia, dan 1.955 euro. Juga amplop dalam mata uang rupiah senilai Rp 73 juta. "Pada saat tertangkap tangan ditemukan tiga lembar cek senilai Rp 3,2 miliar, sedangkan nilai pembangunan wisma atlet Rp 191 miliar. Selain itu ditemukan amplop-amplop uang lainnya," kata Busyro. Hingga kini, lanjutnya, KPK masih mendalami informasi terkait uang-uang tersebut. Belum dapat dipastikan apakah uang itu terkait upaya suap atau tidak. Sebelumnya KPK menetapkan WM sebagai tersangka dalam kasus dugaan suap yang berkaitan dengan pembangunan wisma atlet Sea Games di Palembang. WM ditetapkan sebagai tersangka bersama dua orang lainnya, yakni MEI dan MRM. Ketiganya tertangkap tangan seusai bertransaksi. Juru bicara KPK Johan Budi mengungkapkan, MEI adalah seorang pengusaha petinggi di PT Duta Graha Indah yang menjalankan proyek pembangunan wisma atlet. Sementara MRM diduga mediator WM dan MEI. Wisma atlet di Palembang dibangun sebagai tempat menginap atlet-atlet peserta Sea Games. Pembangunan wisma atlet yang merupakan salah satu syarat menjadi tuan rumah Sea Games itu ditargetkan selesai pada Juli 2011. Proyek pembangunan itu dikerjakan PT Duta Graha Indah. | 0
