0 | Terorisme Jalan Baru Menghadapi Keputusasaan | http://nasional.kompas.com/read/2011/04/25/09200958/Terorisme.Jalan.Baru.Menghadapi.Keputusasaan | Senin, 25 April 2011 | 09:20 WIB | 20110425070107247 | Heru Margianto | Rene L Pattiradjawane | Ditemukannya bom waktu dalam jumlah besar di jaringan pipa gas di kawasan Serpong, Tangerang, memberikan sebuah pertanyaan besar. Pertanyaan apa? | bom, teroris, | null | Terorisme Jalan Baru Menghadapi Keputusasaan  Rencana serangan terduga teroris, pekan lalu, dengan   waktu dalam jumlah besar di jaringan pipa gas di kawasan Serpong, Tangerang, memberikan sebuah pertanyaan besar. Apakah kini muncul ancaman kelompok teroris baru yang sama sekali tidak dikenal dalam strata kelompok teroris yang dikenal selama ini?   Rangkaian mulai dari ancaman bom buku, aksi teror tunggal bunuh diri di Cirebon, dan rencana meledakkan pipa gas menunjukkan ada gelombang baru terorisme di Indonesia. Ini merupakan campuran antara persoalan politik domestik dan rangkaian garis fanatisme kepercayaan untuk memecah kondisi Indonesia mempertahankan laju pertumbuhan ekonominya.   Sekali lagi, kita memberikan hormat dan pujian kepada Detasemen Khusus (Densus) 88 Antiteror Polri, yang secara cepat dan cerdas menelisik dan menangkap pelaku terorisme yang kejam dan keji menghilangkan nyawa orang yang tidak bersalah atas nama apa pun yang dipercayai mereka.   Pada saat yang bersamaan kita pun menjadi khawatir dengan serangkaian rencana aksi terorisme. Walaupun tidak sempat menjadi peristiwa mengerikan, dalam skala holocaust seperti bom Bali 2002, aksi itu memiliki ragam jenis kreativitas teror yang sama sekali baru. Dan, yang baru, adalah sebuah imajinasi kengerian meledakkan jaringan pipa gas dan keterlibatan personel yang berbeda dengan kelompok teroris sebelumnya, menghadirkan kelompok profesional sebagai aktor. Untunglah, aksi tersebut dapat digagalkan.     Polri sampai saat ini, ataupun aparatur intelijen negara, yang berhasil menangkap belasan tersangka pelaku yang beragam strata sosial dan profesi ini masih belum bisa menjelaskan apa, siapa, dan mau apa kelompok teroris. Juga belum jelas apakah bom bunuh diri di Cirebon merupakan serangkaian aksi yang terkait satu sama lain.   Kita memahami ada pergeseran tahapan aksi, motivasi, sasaran, dan pelaku terorisme di tengah perkembangan dan pertumbuhan bangsa kita dalam arus deras globalisasi ini. Ketika Samuel Huntington berbicara dalam bukunya  (Simon & Schuster, 1996) tentang bentrokan peradaban mendominasi politik global, aksi terorisme pasca-serangan udara teroris terhadap Washington dan New York memicu teori Huntington.   Namun, dalam perkembangannya,....( ) | 0
1 | Ba'asyir Tahu Rencana Pelatihan di Aceh | http://nasional.kompas.com/read/2011/04/25/10475462/Baasyir.Tahu.Rencana.Pelatihan.di.Aceh | Senin, 25 April 2011 | 10:47 WIB | 20110425070109615 | Sandro Gatra | JAKARTA, KOMPAS.com | Terdakwa teroris Abu Bakar Baasyir kembali menilai pelatihan militer di Aceh sesuai ajaran Islam. Ia tahu tentang pelatihan itu. | abu bakar baasyir, terorisme, | http://stat.k.kidsklik.com/data/photo/2011/03/17/1452398620X310.jpg | Ba'asyir Tahu Rencana Pelatihan di Aceh  - Terdakwa teroris Abu Bakar Ba'asyir kembali menilai pelatihan militer di Pegunungan Jalin Jantho di Aceh adalah  yang sesuai dengan ajaran Islam. Namun, Ba'asyir membantah terlibat dalam pelatihan bersenjata api itu. Ba'asyir saat diperiksa di Pengadilan Negeri Jakarta Selatan, Senin (24/4/2011), mengatakan,   dan   pernah mengusulkan kepadanya untuk menggelar  di Aceh. Saat itu, Ba'asyir menjabat Amir Jamaah Anshorud Tauhid (JAT). Adapun Ubaid dan Abu Tholud menjabat sebagai pengurus JAT. Ubaid telah divonis 10 tahun terkait aktivitas terorisme di Aceh. Sementara Abu Tholut adalah salah satu gembong teroris yang paling dicari dan berhasil ditangkap akhir tahun 2010. "Dia usulkan masalah Aceh. Saya bilang kita sudah punya rencana  sendiri. Tapi dia enggak, dia langsung dengan senjata. Kita bilang kalau dengan senjata kita belum mampu. Saya tidak berani melarang kamu karena ini perintah Allah," ucap Ba'asyir. "Kalau kamu mau bergabung (ke Aceh) silakan, tapi harus keluar dari JAT karena bertentangan dengan JAT. Jadi ketika dia sudah bergabung dengan Aceh dia sudah keluar JAT. Setelah itu saya enggak tahu selanjutnya. Saya tahu setelah lihat rekaman (pelatihan) di markas JAT maupun di luar markas," tambah Ba'asyir. Ba'asyir mengaku pernah diperlihatkan rekaman pelatihan di Aceh oleh Ubaid di Kantor JAT Jakarta. Ba'asyir mengklaim saat itu Ubaid hanya ingin menunjukkan bagaimana  sebenarnya. "Ubaid katakan begini loh ustaz  . Tapi saya bilang kita belum bisa begini," kata Ba'asyir. Seperti diberitakan, Jaksa mendakwa Ba'asyir melakukan permufakatan jahat, merencanakan, menggerakan pelatihan militer kelompok teroris di Aceh. Selain itu, Ba'asyir juga didakwa memberikan atau meminjamkan dana sekitar Rp 1 miliar untuk membiayai segala kegiatan di Aceh. Ba'asyir juga dikaitkan dengan dua perampokan di Medan, Sumatera Utara yakni perampokan Bank CIMB Niaga maupun perampokan Warnet Newnet. Satu polisi tewas dalam perampokan Bank CIMB Niaga. Ba'asyir diancam pasal dalam UU Nomor 15 Tahun 2003 tentang Terorisme dengan hukuman maksimal mati atau paling ringan hukuman tiga tahun penjara. | 0
2 | Presiden: Puluhan Tahun Saya Tak Disuntik | http://nasional.kompas.com/read/2011/04/25/10555136/Presiden.Puluhan.Tahun.Saya.Tak.Disuntik | Senin, 25 April 2011 | 10:55 WIB | 20110425070108140 | Hindra Liu | JAKARTA, KOMPAS.com | Presiden Susilo Bambang Yudhoyono akhirnya angkat suara merespons rumor yang beredar sejak akhir pekan lalu bahwa dirinya terkena stroke. | sby, stroke, | http://stat.k.kidsklik.com/data/photo/2011/03/02/1740033620X310.JPG | Presiden: Puluhan Tahun Saya Tak Disuntik  — Presiden Susilo Bambang Yudhoyono akhirnya angkat suara merespons rumor yang beredar sejak akhir pekan lalu bahwa dirinya terkena stroke. Pada rumor tersebut, Presiden dikatakan stroke karena kebanyakan mendapat suntikan vitamin C.  Presiden ketika membuka rapat kabinet terbatas di Kantor Presiden, Jakarta, Senin (25/4/2010), menegaskan, dirinya sehat. "Alhamdulilah saya sehat. Saya sudah puluhan tahun tidak pernah disuntik. Semoga semuanya sehat. Saling doa-mendoakan, dan apa yang kita jalankan bisa berlangsung dengan baik," kata Presiden.  Presiden menyadari, ada pihak-pihak yang mendapatkan kebahagiaan dengan menyebarkan berita-berita aneh. Ia kemudian menjelaskan aktivitasnya sepanjang Jumat hingga Minggu lalu.  "Jumat saya masih melakukan shalat bersama teman-teman di Cikeas. Hari Sabtu saya menjadi saksi pernikahan putri Menteri Negara BUMN bersama Pak Taufiq Kiemas. Lalu, pada hari Minggu saya berolahraga bersama teman-teman. Sorenya saya menyaksikan penutupan turnamen golf internasional di Halim," kata Presiden. Seperti diberitakan, pekan kemarin beredar kabar di antara para pengguna Blackberry Messenger bahwa Presiden terkena stroke. Pihak istana sudah  . "Itu SMS  dan sebaiknya hindari penyebaran informasi yang bisa membuat gaduh," kata Staf Khusus Presiden Bidang Bantuan Sosial dan Bencana Alam Andi Arief kepada para wartawan, Sabtu malam.   | 0
3 | Esok, Ibas-Aliya Bertunangan | http://nasional.kompas.com/read/2011/04/25/1056017/Esok..Ibas.Aliya.Bertunangan | Senin, 25 April 2011 | 10:56 WIB | 20110425070107334 | Hindra Liu | JAKARTA, KOMPAS.com | Edhie Baskoro Yudhoyono pada Selasa 26/4/2011 akan resmi bertunangan dengan Siti Ruby Aliya Rajasa. | ibas, edhie baskoro, yudhoyono, hatta, siti, ruby, aliya, rajasa,jakarta,tunangan, | http://stat.k.kidsklik.com/data/photo/2011/02/10/1855314620X310.jpg | Esok, Ibas-Aliya Bertunangan  — Putra bungsu Presiden Susilo Bambang Yudhoyono, Edhie Baskoro Yudhoyono alias Ibas, pada Selasa (26/4/2011) akan resmi bertunangan dengan putri Menteri Koordinator Bidang Perekonomian Hatta Rajasa, Siti Ruby Aliya Rajasa. Kepastian ini disampaikan Hatta kepada para wartawan di Kantor Presiden, Jakarta, Senin (25/4/2011). "Insya Allah. Didoakan saja, ya," kata Hatta singkat. Terkait informasi rinci mengenai pertunangan tersebut, Hatta tidak menjelaskannya. Sebelumnya, Ibas, yang juga Sekretaris Jenderal Partai Demokrat, mengakui menjalin hubungan asmara dengan Aliya. Ibas mengaku sudah lama berteman dengan Aliya. Ketika ditanya berapa lama, Ibas menjawab singkat, "Sejak kuliah." Kedekatan Ibas dan Aliya ini menarik perhatian karena hubungan kedua orangtua mereka di ranah politik dan pemerintahan cukup dekat. Hatta dikenal sebagai salah satu menteri yang dekat dengan SBY. Bahkan, kerap menjadi utusan penyambung silaturahim politik SBY dengan lawan politiknya. Hatta pernah menjadi orang kepercayaan SBY yang diutus untuk menemui Ketua Umum DPP PDI Perjuangan Megawati Soekarnoputri menjelang Pemilu 2009 saat ia menjabat Menteri Sekretaris Negara. | 0
4 | Wartawan Istana Tak Boleh Bawa Ransel | http://nasional.kompas.com/read/2011/04/25/11212134/Wartawan.Istana.Tak.Boleh.Bawa.Ransel | Senin, 25 April 2011 | 11:21 WIB | 20110425070103901 | Hindra Liu | JAKARTA, KOMPAS.com | Istana Kepresidenan sejak Senin 25/4/2011 meminta para wartawan tak membawa tas ransel ke dalam Kantor Presiden, Jakarta. | istana,tas, ransel,wartawan, teroris | http://stat.k.kidsklik.com/data/photo/2011/01/17/1827241620X310.jpg | Wartawan Istana Tak Boleh Bawa Ransel  — Biro Pers, Media, dan Informasi Istana Kepresidenan sejak Senin (25/4/2011) meminta para wartawan tak membawa tas ransel ke dalam Kantor Presiden, Jakarta. Para wartawan Istana Kepresidenan harus meninggalkan tas di ruang wartawan yang terletak di sisi kanan Istana Negara. Juru Bicara Presiden Julian Aldrin Pasha ketika dikonfirmasi mengakui bahwa hal ini terkait dengan adanya dugaan keterlibatan seorang juru kamera Global TV pada aksi terorisme di Gading Serpong, Tangerang. "Iya, itu mungkin langkah antisipasi saja. Namun, kan tidak kemudian menyulitkan untuk peliputan atau pekerjaan," kata Julian kepada para wartawan. Julian menambahkan, pihak Istana memang memiliki prosedur tetap yang harus diikuti. Lebih lanjut, Julian mengatakan, tidak hanya aparat keamanan, tetapi juga seluruh anggota masyarakat harus lebih waspada serta saling memerhatian dan mengingatkan. Sebelum tiba di Kantor Presiden, seorang wartawan harus melewati pemeriksaan pengamanan berlapis sebanyak tiga kali. Pemeriksaan keamanan pertama dilakukan di depan pintu masuk Kompleks Sekretariat Negara. Setelah itu, wartawan kembali menjalani pemeriksaan keamanan di pos ruang kaca yang merupakan pintu gerbang memasuki Kompleks Istana Kepresidenan. Di pos tersebut, terdapat mesin   dan  . Pemeriksaan keamanan juga dilakukan langsung oleh anggota Pasukan Pengamanan Presiden. Selanjutnya, wartawan kembali menjalani pemeriksaan keamanan melalui mesin   dan   di pos yang terletak di sisi kiri Istana Negara. Pemeriksaan keamanan juga dilakukan oleh anggota Pasukan Pengamanan Presiden. Setelah melewati pemeriksaan tersebut, para wartawan baru dapat masuk ke dalam Kantor Presiden. Aturan ini dikeluhkan para wartawan, terutama terkait keamanan di ruang pers Istana. Pasalnya, Biro Pers tak menyediakan loker untuk semua wartawan Istana Kepresidenan. Sejumlah wartawan televisi dan cetak mengeluhkan aturan tersebut. Mereka terpaksa membawa perlengkapan kewartawanannya tanpa tas ransel, seperti laptop, kabel beserta  ,  , kamera, baterai, dan telepon genggam. | 0
5 | Ba'asyir Bantah Bertemu Dulmatin | http://nasional.kompas.com/read/2011/04/25/11481411/Baasyir.Bantah.Bertemu.Dulmatin | Senin, 25 April 2011 | 11:48 WIB | 20110425070109858 | Sandro Gatra | JAKARTA, KOMPAS.com | Terdakwa teroris Abu Bakar Baasyir membantah pernah bertemu dengan Dulmatin di salah satu ruko di dekat Pondok Pesantren Al Mukmin Ngruki, Solo | abu bakar baasyir, dulmatin, ubaid,pengadilan,terorisme, | http://stat.k.kidsklik.com/data/photo/2011/03/17/1452034620X310.jpg | Ba'asyir Bantah Bertemu Dulmatin  - Terdakwa teroris Abu Bakar Ba'asyir membantah pernah melakukan pertemuan dengan Dulmatin di salah satu ruko di dekat Pondok Pesantren Al Mukmin Ngruki, Solo, Jawa Tengah. Ba'asyir mengaku tak mengenal Dulmatin. "Saya   kenal Dulmatin siapa,   kenal. Saya   pernah bicara (dengan Dulmatin). Lihat wajahnya di TV dan koran," kata Ba'asyir saat ditanya M Taufik, koordinator jaksa penuntut umum, saat diperiksa di Pengadilan Negeri Jakarta Selatan, Senin (24/4/2011). Mendengar pengakuan Ba'asyir, Taufik kembali bertanya apakah mengenal Joko Pitono atau Yahya Ibrahim, dua nama lain Dulmatin. Ba'asyir tetap mengaku tak mengenal. Seperti diberitakan, saat bersaksi, Ubaid mengaku pernah diminta Dulmatin untuk mempertemukan dengan Ba'asyir. Saat itu, Ubaid menjabat anggota Majelis Syuro Jamaah Anshorud Tauhid (JAT) dan Ba'asyir menjabat Amir JAT. Ubaid lalu mempertemukan Ba'asyir dengan Dulmatin di ruko milik Ali Miftah di sekitar Ponpes Ngruki. Ketika ditanya pengakuan Ubaid itu, Ba'asyir membantah. "Tidak, saya   kenal.   pernah,   ada yang begituan. Sebaiknya Ubaid didatangkan ke sini (pengadilan), ngawur aja," lontar dia. Seperti diberitakan, menurut jaksa, pertemuan empat mata pada Februari 2009 itu merencanakan pelatihan militer di Aceh. Setelah pertemuan, Ba'asyir mengatakan kepada Ubaid untuk melakukan pelatihan militer sesuai usul Dulmatin. Ba'asyir meminta Ubaid membicarakan dengan Muzayyin alias Mustaqim, Ketua Hisbat JAT. | 0
6 | Ruhut, Pengacara DPR untuk Gedung Baru | http://nasional.kompas.com/read/2011/04/25/11573032/Presiden.Bahas.Penanganan.Lumpur.Lapindo | Senin, 25 April 2011 | 12:05 WIB | 20110425070059641 | Caroline Damanik | JAKARTA, KOMPAS.com | Politisi Demokrat Ruhut Sitompul ditunjuk Sekretariat Jendral DPR untuk menjadi kuasa hukum dewan dalam merespon gugatan terkait gedung baru. | gedung baru dpr, | http://stat.k.kidsklik.com/data/photo/2010/08/19/0742403620X310.jpg | Ruhut, Pengacara DPR untuk Gedung Baru  - Politisi Demokrat Ruhut Sitompul ditunjuk oleh Sekretariat Jendral DPR RI untuk menjadi kuasa hukum dewan dalam merespon gugatan   ke Pengadilan Negeri Jakarta Pusat terkait rencana pembangunan gedung baru DPR yang menelan biaya Rp 1,138 triliun.   "Kan kami dari Komisi III yang dulu profesinya advokat sekarang menjadi lawyer yang berkaitan segala gugatan kepada DPR, baik di MK, di pengadilan umum, perdata, dan pidana, termasuk soal gedung baru ini," katanya kepada  , Senin (25/4/2011).   Menurut Ruhut, surat kuasa dari Setjen DPR RI sudah turun. Namun belum diterimanya karena masih dalam masa reses. Oleh karena itu, kinerja tim kuasa hukum juga akan mulai aktif setelah reses usai pada 8 Mei.   Mengenai ketidakhadiran perwakilan DPR pada sidang perdana gugatan pekan lalu, Ruhut mengatakan, memang tidak bisa menghadirinya karena juga tengah menangani gugatan lainnya, yaitu dalam kasus Lily Wahid dan Effendy Choirie. Pada pekan lalu, Ruhut mengaku belum menerima surat kuasa untuk menangani kasus gedung baru. "Dan ini lagi reses. Aku juga orangnya kan  , jadi susah," tambahnya.   Ruhut optimistis DPR tak akan kalah dalam menghadapi gugatan LSM-LSM tersebut dalam rencana pembangunan gedung baru. Pasalnya, ia menilai gugatan tidak pada tempatnya. Dana pembangunan gedung baru sudah digelontorkan, bahkan sejak kepemimpinan Agung Laksono pada DPR periode lalu. Jumlahnya pun lebih bengkak daripada dana yang dianggarkan di masa kepemimpinan Marzuki Elie.   "Jadi, apa sekarang ini tidak akan dibangun? Kan memang sudah ada posnya. Kenapa enggak untuk jalan dan sekolah kata orang-orang itu kemarin, ya kalau itu kan sudah ada posnya 20 persen itu. Sudah ada semuanya posnya itu. Yang gugat itu kan orang-orang yang enggak ngerti masalah. Dana itu kan masing-masing sudah ada posnya. Kalau ada kegenitan dari fraksi-fraksi yang menolak kemarin, itu kan pencitraan untuk 2014," papar dia.   "Janganlah gitu, rakyat kita sudah cerdas. Di paripurna enggak ada yang protes juga kan, setuju-setuju semua. Ya mereka itu kan cuma untuk cari citra aja," tandasnya.  Baca juga | 0
7 | Ruhut, Pengacara DPR untuk Gedung Baru | http://nasional.kompas.com/read/2011/04/25/12054014/Ruhut..Pengacara.DPR.untuk.Gedung.Baru | Senin, 25 April 2011 | 12:05 WIB | 20110425070059537 | Caroline Damanik | JAKARTA, KOMPAS.com | Politisi Demokrat Ruhut Sitompul ditunjuk Sekretariat Jendral DPR untuk menjadi kuasa hukum dewan dalam merespon gugatan terkait gedung baru. | gedung baru dpr, | http://stat.k.kidsklik.com/data/photo/2010/08/19/0742403620X310.jpg | Ruhut, Pengacara DPR untuk Gedung Baru  - Politisi Demokrat Ruhut Sitompul ditunjuk oleh Sekretariat Jendral DPR RI untuk menjadi kuasa hukum dewan dalam merespon gugatan   ke Pengadilan Negeri Jakarta Pusat terkait rencana pembangunan gedung baru DPR yang menelan biaya Rp 1,138 triliun.   "Kan kami dari Komisi III yang dulu profesinya advokat sekarang menjadi lawyer yang berkaitan segala gugatan kepada DPR, baik di MK, di pengadilan umum, perdata, dan pidana, termasuk soal gedung baru ini," katanya kepada  , Senin (25/4/2011).   Menurut Ruhut, surat kuasa dari Setjen DPR RI sudah turun. Namun belum diterimanya karena masih dalam masa reses. Oleh karena itu, kinerja tim kuasa hukum juga akan mulai aktif setelah reses usai pada 8 Mei.   Mengenai ketidakhadiran perwakilan DPR pada sidang perdana gugatan pekan lalu, Ruhut mengatakan, memang tidak bisa menghadirinya karena juga tengah menangani gugatan lainnya, yaitu dalam kasus Lily Wahid dan Effendy Choirie. Pada pekan lalu, Ruhut mengaku belum menerima surat kuasa untuk menangani kasus gedung baru. "Dan ini lagi reses. Aku juga orangnya kan  , jadi susah," tambahnya.   Ruhut optimistis DPR tak akan kalah dalam menghadapi gugatan LSM-LSM tersebut dalam rencana pembangunan gedung baru. Pasalnya, ia menilai gugatan tidak pada tempatnya. Dana pembangunan gedung baru sudah digelontorkan, bahkan sejak kepemimpinan Agung Laksono pada DPR periode lalu. Jumlahnya pun lebih bengkak daripada dana yang dianggarkan di masa kepemimpinan Marzuki Elie.   "Jadi, apa sekarang ini tidak akan dibangun? Kan memang sudah ada posnya. Kenapa enggak untuk jalan dan sekolah kata orang-orang itu kemarin, ya kalau itu kan sudah ada posnya 20 persen itu. Sudah ada semuanya posnya itu. Yang gugat itu kan orang-orang yang enggak ngerti masalah. Dana itu kan masing-masing sudah ada posnya. Kalau ada kegenitan dari fraksi-fraksi yang menolak kemarin, itu kan pencitraan untuk 2014," papar dia.   "Janganlah gitu, rakyat kita sudah cerdas. Di paripurna enggak ada yang protes juga kan, setuju-setuju semua. Ya mereka itu kan cuma untuk cari citra aja," tandasnya.  Baca juga | 0
8 | Mun'im: Jenazah Nasrudin Sudah Tidak Asli | http://nasional.kompas.com/read/2011/04/25/12211182/Munim.Jenazah.Nasrudin.Sudah.Tidak.Asli | Senin, 25 April 2011 | 12:21 WIB | 20110425070106918 | Icha Rastika | JAKARTA, KOMPAS.com - | Ahli forensik Abdul Munim Idris mengatakan, jenazah Nasrudin Zulakarnain sudah tidak asli ketika sampai padanya. | kasus antasari, munim idris, nasrudin zulkarnain, | http://stat.k.kidsklik.com/data/photo/2011/04/25/1157206620X310.jpg | Mun'im: Jenazah Nasrudin Sudah Tidak Asli Ahli forensik Abdul Mun'im Idris ketika dimintai keterangan Komisi Yudisial, Senin (25/4/2011) mengungkapkan, dirinya hanya mengulangi keterangannya yang disampaikan dalam persidangan pembunuhan Direktur PT Putra Rajawali Banjaran, Nasrudin Zulkarnaen yang menjerat mantan Ketua Komisi Pemberantasan Korupsi, Antasari Azhar.   Keterangan Mun'im itu terkait hasil penyelidikan forensik yang dilakukannya. "Orang keliru saja, dikiranya ada fakta baru, fakta baru," kata Mun'im di kantor Komisi Yudisial, Jakarta, seusai pemeriksaan.   Menurut dia, tidak ada hal baru yang dia sampaikan kepada KY. Ia menyampaikan hasil forensik terhadap jenazah Nasrudin seperti jumlah peluru yang bersarang di tubuh Nasrudin, dan kemungkinan tembakan dilepaskan dari jarak jauh. "Saya hanya mengulangi. Sudah dijelaskan waktu di pengadilan. Berdasarkan sifat lukanya, luka tembak tersebut luka tembak jarak jauh, di atas 50-60 sentimeter," paparnya.   Ia juga menjelaskan, jenazah Nasrudin saat diotopsi sudah tidak asli lagi sehingga sulit menentukan berapa derajat sudut masuknya peluru. "Sudah tidak asli, apakah ditolong apakah diapakan, saya tidak tahu. Dengan tidak terjaga keasliannya kita tidak bisa secara optimal memberikan pandangan," ujarnya.   Dalam kesempatan yang sama, Wakil Ketua KY Imam Anshori Saleh mengatakan, pihaknya belum dapat membeberkan lebih jauh terkait keterangan Mun'im yang disampaikan kepada KY. Namun, keterangan Mun' im, kata Imam, menjadi bahan kajian berharga untuk menentukan ada tidaknya pelanggaran kode etik oleh hakim perkara Antasari.   "Secara umum kami hanya mendengar Mun'im menceritakan bagaimana proses beliau mendapati jenazah atau korban sampai selesai dan (memberikan keterangan) di  pengadilan," katanya.   Seperti diberitakan sebelumnya, hari ini KY memeriksa Mun'im dalam rangka melakukan eksaminasi terhadap dugaan pelanggaran kode etik hakim yang menangani perkara Antasari. KY menengarai, adanya bukti-bukti penting yang diabaikan hakim baik di pengadilan tingkat pertama, banding, maupun kasasi. | 0
9 | 3 Provinsi Ajukan Pak Sjaf Jadi Pahlawan | http://nasional.kompas.com/read/2011/04/25/12213161/3.Provinsi.Ajukan.Pak.Sjaf.Jadi.Pahlawan | Senin, 25 April 2011 | 12:21 WIB | 20110425070104989 | Didit Putra Erlangga Rahardjo | BANDUNG, KOMPAS.com | Tiga pemerintah provinsi yakni Jawa Barat, Banten, dan Sumatera Barat, tahun 2011 mengajukan Sjafruddin Prawiranegara sebagai pahlawan nasional. | sjafruddin prawiranegara,jakarta,pahlawan, | http://stat.k.kidsklik.com/data/photo/2011/03/01/0341481620X310.jpg | 3 Provinsi Ajukan Pak Sjaf Jadi Pahlawan  - Tiga pemerintah provinsi yakni Jawa Barat, Banten, dan Sumatera Barat, tahun 2011 mengajukan Sjafruddin Prawiranegara sebagai pahlawan nasional. Usulan tersebut pernah dilakukan Pemprov Jabar dua kali sebelumnya yakni 2007 dan 2009 tapi selalu kandas. "Tahun ini, dengan usulan tiga daerah semoga bisa diloloskan," kata Gubernur Jawa Barat, Ahmad Heryawan, Senin (25/4/2011). Tiga daerah yang mengusulkan itu terkait asal Sjafruddin yang merupakan keturunan dari bangsawan Pagaruyung dan Banten. Saat itu, Banten masih termasuk wilayah Jawa Barat. Sosok Sjafruddin dianggap menonjol karena perannya dalam masa pemerintahan darurat Indonesia. Pada periode 48-49 ketika Sukarno dan Hatta ditawan Belanda, Sjafruddin yang saat itu menjabat sebagai menteri sedang berada di Bukittinggi. Di sana, dia langsung mendirikan pemerintahan darurat dan berhenti hingga Sukarno kembali menjabat. Secara hukum tata negara, ujar guru besar ilmu hukum UI, Jimly Asshidiqie, berujar bahwa Sjafruddin sebetulnya bisa disebut sebagai Presiden RI ke dua. Apa yang dilakukan dengan memimpin pemerintahan darurat adalah memastikan agar negara tidak berhenti. Salah satu peristiwa yang disebut sebagai penghambat penganugerahan Sjafruddin sebagai pahlawan nasional adalah keterlibatannya dalam gerakan PRRI. Keterlibatannya itu disebut sebagai noda hitam dalam sejarah hidupnya. Hanya saja, Sejarawan UI, Muhamamd Iskandar, berpendapat bahwa Sjafruddin tidak bisa disebut memberontak karena dia sebelumnya sudah memberitahu Sukarno mengenai keputusannya itu sebulan sebelum proklamasi PRRI. Keberatan Sjafruddin bergabung dengan PRRI adalah terhadap keputusan pemerintah nasionalisasi perusahaan asing serta iklim politik yang tidak lagi demokratis. Ahli hukum dari Universitas Padjadjaran, Indra Perwira menegaskan bahwa pemerintah telah memberikan amnesti dan abolisi kepada Sjafruddin terkait seluruh keterlibatan di PRRI. Secara hukum, Sjafruddin sudah tidak lagi memiliki cacat. | 0
10 | Belajar Lewat Buku, Pepi Mahir Rakit Bom | http://nasional.kompas.com/read/2011/04/25/12382459/Belajar.Lewat.Buku..Pepi.Mahir.Rakit.Bom | Senin, 25 April 2011 | 12:38 WIB | 20110425070107452 | Maria Natalia | JAKARTA, KOMPAS.com | Pepi Fernando, yang diduga menjadi otak teror bom, ternyata mahir merakit bom. Padahal, ia hanya mempelajarinya lewat buku. | null | http://stat.k.kidsklik.com/data/photo/2011/04/22/1848326620X310.jpg | Belajar Lewat Buku, Pepi Mahir Rakit Bom  — Kepala Bagian Penerangan Umum Polri Komisaris Besar Boy Rafli Amar mengatakan, Pepi Fernando, yang diduga sebagai otak teror bom buku dan rencana peledakan bom di Serpong, Tangerang, ternyata mahir membuat bom. Hal itu diketahui setelah tim kepolisian melakukan penyidikan sementara terhadap jenis bom yang dirakit oleh Pepi dan jaringannya. Pepi sendiri belajar merakit bom melalui buku. "Pepi termasuk mahir merakit bom. Sekarang bom-bom tersebut sudah diamankan di Puslabfor," ujar Komisaris Boy Rafli Amar di Mabes Polri, Senin (25/4/2011). Menurut Boy, saat ini belum ditemukan indikasi Pepi juga belajar merakit bom sampai ke Filipina Selatan, yang selama ini disebut-sebut merupakan tempat belajar merakit bom bagi jaringan teroris. "Belum ditemukan data dia pernah ke luar negeri. Mereka, kan, ditangkap juga di Aceh. Mereka sepertinya ada kegiatan lain di Aceh. Itu yang sedang kami cari tahu dalam rangka apa mereka ke sana," tambah Boy. Pepi dan jaringannya sendiri dinyatakan sebagai kelompok baru di jaringan terorisme. Beberapa bom yang ditemukan merupakan hasil rakitan Pepi adalah bom kaleng dan bom berbentuk roket. Beberapa di antaranya masih aktif. Polisi menduga jaringan ini membeli bahan-bahan rakitan bom di beberapa orang tertentu dan diduga di beberapa pasar gelap di wilayah sekitar Jakarta. Polisi menangkap Pepi pada Kamis (21/4/2011) lalu di Aceh. Dari keterangannya, polisi mendapatkan informasi adanya paket bom yang dipasang di gorong-gorong yang tak jauh dari Gereja Christ Catedral, Serpong, Tangerang. Di gorong-gorong tersebut juga terdapat jalur pipa gas Perusahaan Gas Negara (PGN). Setelah melakukan penyisiran sejak pagi, polisi akhirnya berhasil menjinakkan bom yang diketahui memiliki berat lebih dari 100 kilogram tersebut. | 0
